Verified in DB,Database Product Name,Source,﻿Item ID,Department Name,Item Name,Size,Item Size,Base Price Palmers,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001923,001 GROCERY,Bigelow Tea Variety,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008373,001 GROCERY,Green Tea Bags with Pomegranate,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310010130,001 GROCERY,Bigelow Pomegrante Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310010680,001 GROCERY,Bigelow Chamomile Mint Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310041073,001 GROCERY,Bigelow Constant Comment Decaf,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310042230,001 GROCERY,Bigelow Earl Grey Decaf,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310042452,001 GROCERY,Bigelow Green Tea Decaf With L,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310042476,001 GROCERY,Bigelow Green Tea Decaf,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310042971,001 GROCERY,Bigelow Lemon Lift Decaf,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082227,001 GROCERY,Stash Tea Peppermint,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082258,001 GROCERY,Stash Licorice Spice Herbal Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082272,001 GROCERY,Stash Earl Grey Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082289,001 GROCERY,Stash Black Tea English Breakf,Ea,20 ct,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082418,001 GROCERY,Stash Chamomile Nights Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082494,001 GROCERY,Stash Tea Lemon Ginger,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,733411077827,001 GROCERY,Illy K-cup Intenso Keurig,Ea,20 CT,$23.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,11225148309,002 TAXABLE GROCERY,Simply Done Clear Cups  9Oz,Ea,20 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,11225148354,002 TAXABLE GROCERY,Simply Done Plates 9In Plastic,Ea,20 Ct,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,11225658730,002 TAXABLE GROCERY,Simply Done Eraser Tops,Ea,20 CT,$1.19,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12587225479,002 TAXABLE GROCERY,Glad Tk Ds Ffmx Odr 13g,Ea,20 Ct,$6.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12587550502,002 TAXABLE GROCERY,Glad Lock Storage Bags,Ea,20 CT,$2.19,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12587570357,002 TAXABLE GROCERY,Glad Lock Freezer Bags,Ea,20 CT,$2.19,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13700200168,002 TAXABLE GROCERY,Hefty Hot Cup With Lid,Ea,20 CT,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13700217258,002 TAXABLE GROCERY,Hefty Cinch Sake 33 Gallon Extra-Large Trash Bags,Ea,20 CT,$11.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,13700812200,002 TAXABLE GROCERY,Hefty Quart Storage Slider Bag,Ea,20 CT,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,25700021506,002 TAXABLE GROCERY,Ziploc Ez Zip Quart Bags,Ea,20 CT,$3.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,37000771975,002 TAXABLE GROCERY,Swfr Swpr Hd Dry Rfl 20,Ea,20 ct,$10.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,37000955856,002 TAXABLE GROCERY,Tide 3-in-1 Original Scent Pods,Ea,20 CT,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,377003406240,002 TAXABLE GROCERY,Chinet Hot Comfort Cups & Lids,Ea,20 CT,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41165298499,002 TAXABLE GROCERY,Solo Clear Cups,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41165416206,002 TAXABLE GROCERY,Solo Grip Cups,Ea,20 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51141346991,002 TAXABLE GROCERY,Command Decorating Clips,Ea,20 CT,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,54000150296,002 TAXABLE GROCERY,Scott 1000 Bath Tissue,Ea,20 CT,$24.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70537006479,002 TAXABLE GROCERY,Disposable Decorating Bags Cdu,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70896155610,002 TAXABLE GROCERY,Heart Treats Bag 20pc,Ea,20 Ct,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71169150004,002 TAXABLE GROCERY,Betty Crocker Confetti Candles,Ea,20 CT,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76828048432,002 TAXABLE GROCERY,Wet Ones Travel Fresh Wipes,Ea,20 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76828048630,002 TAXABLE GROCERY,Wet Ones Sensitive Wipes,Ea,20 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,76828048647,002 TAXABLE GROCERY,Wet Ones Tropical Splash Wipes,Ea,20 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77466100865,002 TAXABLE GROCERY,Bbq Skewers 12 Inch,Ea,20 ct,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,810425030915,002 TAXABLE GROCERY,The Honest Co. Panda Diaper Si,Ea,20 CT,$17.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,855995003099,002 TAXABLE GROCERY,Disposable Utensils Assorted,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,855995003211,002 TAXABLE GROCERY,Repurpose 20 Ct 10 Inch Plate,Ea,20 CT,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,855995003228,002 TAXABLE GROCERY,Disposable Bowls Reperpose,Ea,20 Ct,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,855995003235,002 TAXABLE GROCERY,Disposable Plates Repurpose 9 Inch,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,855995003242,002 TAXABLE GROCERY,"Plates,bagasse,compst,6in",Ea,20 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,9421905614368,002 TAXABLE GROCERY,Compos Resealable Sandwich Bags,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,51131995253,009 TAXABLE HBA,3M Nexcare Waterproof Clear Bandages,Ea,20 CT,$4.39,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,73010280106,009 TAXABLE HBA,Tampax Regular Tampons,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,78300069850,009 TAXABLE HBA,Carefree Liners,Ea,20 CT,$2.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,78300098379,009 TAXABLE HBA,Playtex Gentle Glide Regular Tampons,Ea,20 CT,$8.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,371687300319,009 TAXABLE HBA,Pamprin Multi Symptm,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,381371163175,009 TAXABLE HBA,Johnson's Band-Aid Frozen Bandages,Ea,20 CT,$5.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177050740,017 SPECIALTY FOODS,Twinings Jasmine Green Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177067762,017 SPECIALTY FOODS,Twinings Pure Chamomile Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177154004,017 SPECIALTY FOODS,Twinings Lady Grey Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177154127,017 SPECIALTY FOODS,Twinings Tea 20Ct Darjeeling,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177154196,017 SPECIALTY FOODS,Twinings Tea Eng Breakfast,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177154226,017 SPECIALTY FOODS,Twinings Earl Grey Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177154240,017 SPECIALTY FOODS,Twinings Irish Breakfast Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177155766,017 SPECIALTY FOODS,Twinings Tea English Afternoon,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177171674,017 SPECIALTY FOODS,Twinings Decaf Earl Grey,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177173517,017 SPECIALTY FOODS,Twinings Decaf English Breakfa,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177175405,017 SPECIALTY FOODS,Twinings Decaf Irish Breakfst,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177176365,017 SPECIALTY FOODS,Twinings Green Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177177645,017 SPECIALTY FOODS,Twinings Decaf Lady Grey Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177177942,017 SPECIALTY FOODS,Twinings Decaf Green Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177230265,017 SPECIALTY FOODS,Twinings Fujian Chinese Pure White Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177231286,017 SPECIALTY FOODS,"Twinings Camomile, Honey & Vanilla Herbal Tea",Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70177250997,017 SPECIALTY FOODS,Twinings Lemon Green Tea,Ea,20 CT,$5.79,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70734000089,017 SPECIALTY FOODS,Celestial Seasonings Peppermint Tea Bags,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70734053160,017 SPECIALTY FOODS,Celestial Seasonings Raspberry Zinger Tea Bags,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70734053351,017 SPECIALTY FOODS,Celestial Seasonings Wild Berry Zinger Tea Bags,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,70734070365,017 SPECIALTY FOODS,Celestial Immune Green Tea,Ea,20 ct,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310000414,017 SPECIALTY FOODS,Bigelow Cozy Chamomile Herbal Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310000506,017 SPECIALTY FOODS,Bigelow Orange & Spice Herbal Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310000520,017 SPECIALTY FOODS,Bigelow 'I Love Lemon' Herb Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310000865,017 SPECIALTY FOODS,Bigelow Sweet Dreams Herbal Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001053,017 SPECIALTY FOODS,Bigelow Constant Comment Decaf Black Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001237,017 SPECIALTY FOODS,Bigelow Earl Grey Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001305,017 SPECIALTY FOODS,Bigelow Green Tea with Peach,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001459,017 SPECIALTY FOODS,Bigelow Green Tea wtih Lemon,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001671,017 SPECIALTY FOODS,BGLW GREEN W/MINT,Ea,20 ct,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001770,017 SPECIALTY FOODS,Bigelow English Teatime Decaf Black Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001978,017 SPECIALTY FOODS,Bigelow Lemon Lift Black Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310001992,017 SPECIALTY FOODS,Bigelow Classic Oolong Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008052,017 SPECIALTY FOODS,Bigelow Constant Comment Green Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008236,017 SPECIALTY FOODS,Bigelow Earl Grey Green Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008410,017 SPECIALTY FOODS,Bigelow Jasmine Green Tea,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008472,017 SPECIALTY FOODS,Bigelow Green Tea with Peach,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,72310008618,017 SPECIALTY FOODS,Bigelow Matcha Green Tea with Turmeric,Ea,20 CT,$4.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082210,017 SPECIALTY FOODS,Stash Caffeine Free Chamomile Herbal Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082296,017 SPECIALTY FOODS,Stash Premium Green Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082524,017 SPECIALTY FOODS,Stash Chai Green Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082548,017 SPECIALTY FOODS,Stash Chia Spice Black Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,77652082562,017 SPECIALTY FOODS,Stash Caffeine Free Mango Passionfruit Herbal Tea,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,3700256703850,017 SPECIALTY FOODS,Palais Des Thes Blue Of London Earl Grey,Ea,20 ct,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,3700256703867,017 SPECIALTY FOODS,Palais Des Thes Tahitian Rooibos,Ea,20 ct,$14.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,3700256713682,017 SPECIALTY FOODS,Palais Des Thes Imperial Chai,Ea,20 ct,$14.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046009198,017 SPECIALTY FOODS,Harney & Sons English Breakfast Tea,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046009228,017 SPECIALTY FOODS,Harney & Sons Chamomile Tea,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046300868,017 SPECIALTY FOODS,Harney Sons Organic Ginger Turmeric,Ea,20 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046300875,017 SPECIALTY FOODS,Harney Earl Grey Supreme,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046306495,017 SPECIALTY FOODS,Harney & Sons Blueberry Green Tea,Ea,20 Ct,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046306518,017 SPECIALTY FOODS,Harney & Sons Organic Plain Green Tea,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046306815,017 SPECIALTY FOODS,Harney & Sons Organic Rooibos Herbal Tea,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046316265,017 SPECIALTY FOODS,Harney & Sons Darjeeling Tea Sachet,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046316296,017 SPECIALTY FOODS,Harney & Sons Cherry Blossom Tea,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354014,017 SPECIALTY FOODS,Harney & Sons Hot Cinnamon Spice Tea,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354038,017 SPECIALTY FOODS,HARNEY & SONS CITRON GREEN TEA,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354045,017 SPECIALTY FOODS,Chamomile Herbal Tea Bags 20ct,Ea,20 CT,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354069,017 SPECIALTY FOODS,Harney & Sons Dragon Pearl Jasmine Tea,Ea,20 CT,$11.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354090,017 SPECIALTY FOODS,Harney & Sons Paris Tea,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,636046354106,017 SPECIALTY FOODS,Harney & Sons Fine Teas White Christmas Tin - Sachets,Ea,20 CT,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,733411077810,017 SPECIALTY FOODS,Illy K-cup Classico Keurig,Ea,20 CT,$23.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,794522200344,017 SPECIALTY FOODS,Tazo Wild Sweet Orange Tea,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,80848233,020 CANDY/GUM,Mentos Minis,Ea,20 Ct,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,16500555315,023 HBA,Alka Seltzer Plus Day Night Cold & Flu,Ea,20 CT,$10.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,25866591936,023 HBA,Aleve Liquid Gels,Ea,20 ct,$9.29,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,305730164207,023 HBA,Advil PM Pain Reliever & Nighttime Sleep-Aid Caplets,Ea,20 CT,$7.39,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,305730169202,023 HBA,Advil Liqui-Gels Pain Reliever & Fever Reducer,Ea,20 CT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,305731769203,023 HBA,Advil Liqui-Gels Mini Pain Reliever & Fever Reducer Capsules,Ea,20 CT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,363824056203,023 HBA,Mucinex DM 12-Hour Expectorant & Cough Suppressant Tablets,Ea,20 CT,$23.39,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,48001354289,001 GROCERY,Hellmann's Light Mayonnaise Sq,Ea,20 FL OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,48001354500,001 GROCERY,Hellmann's Mayonnaise Squeeze,Ea,20 FL OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,52000052855,001 GROCERY,Gatorlyte Zero Strawberry,Ea,20 fl oz,$3.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,75720008513,001 GROCERY,Poland Spring Water,Ea,20 FL OZ,$1.29,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,88177227642,001 GROCERY,Soy Vay Island Teriyaki Marinade & Sauce,Ea,20 FL OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000285,001 GROCERY,Joe Lemon Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000315,001 GROCERY,Joe Raspberry Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000346,001 GROCERY,Joe's Green Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000414,001 GROCERY,JOE HALF N HALF TEA,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000629,001 GROCERY,Joe's Classic Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234000681,001 GROCERY,JOE PEACH TEA,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234001589,001 GROCERY,Joe's Tea Peach Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234001596,001 GROCERY,Joe Tea Raspberry Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234001602,001 GROCERY,Joe's  Green Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234001671,001 GROCERY,Joes Tea Lime Tea Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234001749,001 GROCERY,Joe's Tea Unsweetened Black,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002029,001 GROCERY,Joe Diet Lemon Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002036,001 GROCERY,Joe's Diet Peach Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002043,001 GROCERY,Joe's Diet Raspberry Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002180,001 GROCERY,Joe Sweet Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002197,001 GROCERY,Joe's Diet Half & Half Tea,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002364,001 GROCERY,Joes Tea Mango Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002371,001 GROCERY,Joes Tea Energy,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,743234002401,001 GROCERY,Joes Strawberry Lemonade,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162002969,001 GROCERY,Vitaminwater Zero Xxx,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162002976,001 GROCERY,Vitamin Water Zero Lemonade,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162002983,001 GROCERY,Vitaminwater Zero Rise Orange,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162003737,001 GROCERY,Vitaminwater Zero Power-C Drag,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162004857,001 GROCERY,Vitaminwater Refresh Tropical,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162010001,001 GROCERY,Vitaminwater Power-C Dragonfru,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162040008,001 GROCERY,Vitaminwater Orange-Orange,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162070005,001 GROCERY,Vitaminwater Focus Kiwi-Strawb,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162080004,001 GROCERY,Vitaminwater Energy Tropical C,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,786162150004,001 GROCERY,Vitaminwater Xxx,Ea,20 FL OZ,$1.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000450388,002 TAXABLE GROCERY,Palmolive Antibacterial Orange Dish Soap,Ea,20 FL OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000450418,002 TAXABLE GROCERY,Palmolive Ultra W/Oxy,Ea,20 FL OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000450432,002 TAXABLE GROCERY,Palmolive Ultra Lavender & Lime Dish Soap,Ea,20 FL OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,35000451187,002 TAXABLE GROCERY,Palmolive Ultra Strength Dish,Ea,20 FL OZ,$4.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,645095202573,002 TAXABLE GROCERY,Tropiclean Flea & Tick Shmp Max,Ea,20 fl oz,$16.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12000001291,012 SODA,Pepsi Original Soda,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12000018800,012 SODA,Pepsi Zero Sugar Single,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,12000171741,012 SODA,Pepsi Diet Soda 20 Fz,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,49000000450,012 SODA,Coca-Cola Diet Coke,Ea,20 FL OZ,$2.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,4904403,012 SODA,Coca-Cola Original Soda,Ea,20 FL OZ,$2.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,78000152401,012 SODA,Canada Dry Ginger Ale 20Oz,Ea,20 FL OZ,$2.49,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,78000206401,012 SODA,Schweppes Ginger Ale,Ea,20 FL OZ,$2.59,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,760712850019,012 SODA,Mash Pineapple Coconut,Ea,20 FL OZ,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,71475000130,017 SPECIALTY FOODS,Cardini's Original Caesar Dressing,Ea,20 FL OZ,$6.59,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,75810004357,017 SPECIALTY FOODS,San-J Organic Tamari Reduced Sodium Gluten Free Soy Sauce,Ea,20 FL OZ,$11.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,41294601498,001 GROCERY,Pine-sol Ms Clnr Orig,Ea,20 Fz,$5.99,,,,,,,,,,,,,,,,,,,,
